"GameId","Date","HomeTeamId","AwayTeamId","HomePoints","AwayPoints","HomePossessions","AwayPossessions","HomeTeamAbbreviation","AwayTeamAbbreviation"
"0022000812","2021-04-11","1610612750","1610612741",121,117,97,97,"MIN","CHI"
"0022000814","2021-04-11","1610612757","1610612748",98,107,95,94,"POR","MIA"
"0022000818","2021-04-12","1610612742","1610612755",95,113,95,96,"DAL","PHI"
"0022000278","2021-04-12","1610612763","1610612741",101,90,100,100,"MEM","CHI"
"0022000820","2021-04-12","1610612762","1610612764",121,125,102,101,"UTA","WAS"
"0022000822","2021-04-12","1610612756","1610612745",126,120,103,103,"PHX","HOU"
"0022000823","2021-04-13","1610612754","1610612746",115,126,107,107,"IND","LAC"
"0022000826","2021-04-13","1610612762","1610612760",106,96,97,96,"UTA","OKC"
"0022000834","2021-04-14","1610612750","1610612749",105,130,110,111,"MIN","MIL"
"0022000830","2021-04-14","1610612755","1610612751",123,117,102,101,"PHI","BKN"
"0022000832","2021-04-14","1610612765","1610612746",98,100,94,94,"DET","LAC"
"0022000835","2021-04-14","1610612740","1610612752",106,116,95,96,"NOP","NYK"
"0022000836","2021-04-14","1610612760","1610612744",109,147,106,106,"OKC","GSW"
"0022000838","2021-04-14","1610612743","1610612748",123,106,90,89,"DEN","MIA"
"0022000840","2021-04-15","1610612737","1610612749",109,120,96,96,"ATL","MIL"
"0022000841","2021-04-15","1610612739","1610612744",101,119,99,100,"CLE","GSW"
"0022000843","2021-04-15","1610612756","1610612758",122,114,93,93,"PHX","SAC"
"0022000845","2021-04-16","1610612765","1610612760",110,104,107,107,"DET","OKC"
"0022000875","2021-04-19","1610612747","1610612762",97,111,93,93,"LAL","UTA"
"0022000827","2021-04-13","1610612756","1610612748",106,86,97,97,"PHX","MIA"
"0022000828","2021-04-13","1610612757","1610612738",115,116,98,98,"POR","BOS"
"0022000829","2021-04-14","1610612766","1610612739",90,103,91,90,"CHA","CLE"
"0022000831","2021-04-14","1610612761","1610612759",117,112,99,100,"TOR","SAS"
"0022000833","2021-04-14","1610612741","1610612753",106,115,91,90,"CHI","ORL"
"0022000461","2021-04-14","1610612745","1610612754",124,132,106,107,"HOU","IND"
"0022000837","2021-04-14","1610612763","1610612742",113,114,95,95,"MEM","DAL"
"0022000839","2021-04-14","1610612758","1610612764",111,123,110,110,"SAC","WAS"
"0022000842","2021-04-15","1610612747","1610612738",113,121,101,100,"LAL","BOS"
"0022000844","2021-04-16","1610612762","1610612754",119,111,106,106,"UTA","IND"
"0022000846","2021-04-16","1610612755","1610612746",106,103,94,95,"PHI","LAC"
"0022000876","2021-04-20","1610612737","1610612753",112,96,100,101,"ATL","ORL"
"0022000877","2021-04-20","1610612752","1610612766",109,97,87,88,"NYK","CHA"
"0022000878","2021-04-20","1610612740","1610612751",129,134,104,103,"NOP","BKN"
"0022000879","2021-04-20","1610612757","1610612746",112,113,93,92,"POR","LAC"
"0022000880","2021-04-20","1610612758","1610612750",120,134,102,103,"SAC","MIN"
"0022000881","2021-04-21","1610612739","1610612741",121,105,98,99,"CLE","CHI"
"0022000882","2021-04-21","1610612754","1610612760",122,116,105,106,"IND","OKC"
"0022000883","2021-04-21","1610612755","1610612756",113,116,89,89,"PHI","PHX"
"0022000884","2021-04-21","1610612761","1610612751",114,103,100,99,"TOR","BKN"
"0022000885","2021-04-21","1610612764","1610612744",118,114,113,113,"WAS","GSW"
"0022000886","2021-04-21","1610612752","1610612737",137,127,108,108,"NYK","ATL"
"0022000887","2021-04-21","1610612745","1610612762",89,112,102,102,"HOU","UTA"
"0022000442","2021-04-21","1610612742","1610612765",127,117,96,95,"DAL","DET"
"0022000888","2021-04-21","1610612759","1610612748",87,107,88,88,"SAS","MIA"
"0022000889","2021-04-21","1610612746","1610612763",117,105,94,94,"LAC","MEM"
"0022000890","2021-04-21","1610612757","1610612743",105,106,91,90,"POR","DEN"
"0022000891","2021-04-21","1610612758","1610612750",128,125,98,97,"SAC","MIN"
"0022000892","2021-04-22","1610612738","1610612756",99,86,96,97,"BOS","PHX"
"0022000893","2021-04-22","1610612753","1610612740",100,135,100,100,"ORL","NOP"
"0022000894","2021-04-22","1610612749","1610612755",124,117,100,100,"MIL","PHI"
"0022000896","2021-04-22","1610612741","1610612766",108,91,96,96,"CHI","CHA"
"0022000895","2021-04-22","1610612759","1610612765",106,91,92,92,"SAS","DET"
"0022000897","2021-04-22","1610612742","1610612747",115,110,99,98,"DAL","LAL"
"0022000898","2021-04-23","1610612737","1610612748",118,103,92,91,"ATL","MIA"
"0022000899","2021-04-23","1610612751","1610612738",109,104,103,102,"BKN","BOS"
"0022000900","2021-04-23","1610612766","1610612739",108,102,89,89,"CHA","CLE"
"0022000901","2021-04-23","1610612745","1610612746",104,109,104,105,"HOU","LAC"
"0022000902","2021-04-23","1610612760","1610612764",109,129,104,104,"OKC","WAS"
"0022000225","2021-04-23","1610612757","1610612763",128,130,104,104,"POR","MEM"
"0022000903","2021-04-23","1610612744","1610612743",118,97,98,96,"GSW","DEN"
"0022000904","2021-04-24","1610612752","1610612761",120,103,93,94,"NYK","TOR"
"0022000905","2021-04-24","1610612749","1610612755",132,94,103,101,"MIL","PHI"
"0022000906","2021-04-24","1610612754","1610612765",115,109,104,102,"IND","DET"
"0022000264","2021-04-24","1610612740","1610612759",108,110,106,106,"NOP","SAS"
"0022000001","2020-12-22","1610612751","1610612744",125,99,111,111,"BKN","GSW"
"0022000002","2020-12-22","1610612747","1610612746",109,116,103,104,"LAL","LAC"
"0022000011","2020-12-23","1610612754","1610612752",121,107,106,105,"IND","NYK"
"0022000010","2020-12-23","1610612739","1610612766",121,114,102,101,"CLE","CHA"
"0022000012","2020-12-23","1610612753","1610612748",113,107,105,105,"ORL","MIA"
"0022000013","2020-12-23","1610612755","1610612764",113,107,105,107,"PHI","WAS"
"0022000003","2020-12-23","1610612738","1610612749",122,121,99,99,"BOS","MIL"
"0022000014","2020-12-23","1610612761","1610612740",99,113,102,104,"TOR","NOP"
"0022000015","2020-12-23","1610612741","1610612737",104,124,105,106,"CHI","ATL"
"0022000017","2020-12-23","1610612763","1610612759",119,131,107,109,"MEM","SAS"
"0022000018","2020-12-23","1610612750","1610612765",111,101,100,99,"MIN","DET"
"0022000019","2020-12-23","1610612743","1610612758",122,124,110,110,"DEN","SAC"
"0022000020","2020-12-23","1610612757","1610612762",100,120,98,99,"POR","UTA"
"0022000004","2020-12-23","1610612756","1610612742",106,102,102,102,"PHX","DAL"
"0022000005","2020-12-25","1610612748","1610612740",111,98,95,96,"MIA","NOP"
"0022000006","2020-12-25","1610612749","1610612744",138,99,108,109,"MIL","GSW"
"0022000007","2020-12-25","1610612738","1610612751",95,123,97,97,"BOS","BKN"
"0022000008","2020-12-25","1610612747","1610612742",138,115,100,101,"LAL","DAL"
"0022000009","2020-12-25","1610612743","1610612746",108,121,95,94,"DEN","LAC"
"0022000021","2020-12-26","1610612763","1610612737",112,122,103,103,"MEM","ATL"
"0022000022","2020-12-26","1610612766","1610612760",107,109,104,104,"CHA","OKC"
"0022000023","2020-12-26","1610612765","1610612739",119,128,123,122,"DET","CLE"
"0022000024","2020-12-26","1610612764","1610612753",120,130,108,109,"WAS","ORL"
"0022000025","2020-12-26","1610612752","1610612755",89,109,93,93,"NYK","PHI"
"0022000026","2020-12-26","1610612741","1610612754",106,125,106,107,"CHI","IND"
"0022000027","2020-12-26","1610612759","1610612761",119,114,103,103,"SAS","TOR"
"0022000028","2020-12-26","1610612762","1610612750",111,116,104,102,"UTA","MIN"
"0022000029","2020-12-26","1610612757","1610612745",128,126,105,106,"POR","HOU"
"0022000030","2020-12-26","1610612758","1610612756",106,103,101,102,"SAC","PHX"
"0022000031","2020-12-27","1610612746","1610612742",73,124,93,93,"LAC","DAL"
"0022000032","2020-12-27","1610612766","1610612751",106,104,103,103,"CHA","BKN"
"0022000033","2020-12-27","1610612764","1610612753",113,120,101,100,"WAS","ORL"
"0022000034","2020-12-27","1610612740","1610612759",98,95,99,100,"NOP","SAS"
"0022000035","2020-12-27","1610612739","1610612755",118,94,100,99,"CLE","PHI"
"0022000037","2020-12-27","1610612754","1610612738",108,107,101,101,"IND","BOS"
"0022000038","2020-12-27","1610612741","1610612744",128,129,112,114,"CHI","GSW"
"0022000039","2020-12-27","1610612758","1610612756",100,116,97,98,"SAC","PHX"
"0022000040","2020-12-27","1610612747","1610612750",127,91,105,105,"LAL","MIN"
"0022000041","2020-12-28","1610612737","1610612765",128,120,99,99,"ATL","DET"
"0022000042","2020-12-28","1610612751","1610612763",111,116,110,109,"BKN","MEM"
"0022000043","2020-12-28","1610612760","1610612762",109,110,99,99,"OKC","UTA"
"0022000044","2020-12-28","1610612743","1610612745",124,111,103,102,"DEN","HOU"
"0022000045","2020-12-28","1610612747","1610612757",107,115,98,100,"LAL","POR"
"0022000046","2020-12-29","1610612739","1610612752",86,95,99,98,"CLE","NYK"
"0022000047","2020-12-29","1610612765","1610612744",106,116,98,99,"DET","GSW"
"0022000048","2020-12-29","1610612754","1610612738",111,116,101,100,"IND","BOS"
"0022000049","2020-12-29","1610612755","1610612761",100,93,103,103,"PHI","TOR"
"0022000050","2020-12-29","1610612764","1610612741",107,115,108,108,"WAS","CHI"
"0022000051","2020-12-29","1610612748","1610612749",97,144,101,102,"MIA","MIL"
"0022000052","2020-12-29","1610612760","1610612753",107,118,102,102,"OKC","ORL"
"0022000053","2020-12-29","1610612756","1610612740",111,86,92,91,"PHX","NOP"
"0022000054","2020-12-29","1610612746","1610612750",124,101,98,99,"LAC","MIN"
"0022000056","2020-12-30","1610612738","1610612763",126,107,102,102,"BOS","MEM"
"0022000058","2020-12-30","1610612748","1610612749",119,108,104,104,"MIA","MIL"
"0022000060","2020-12-30","1610612759","1610612747",107,121,99,101,"SAS","LAL"
"0022000062","2020-12-31","1610612754","1610612739",119,99,98,98,"IND","CLE"
"0022000064","2020-12-31","1610612753","1610612755",92,116,102,102,"ORL","PHI"
"0022000066","2020-12-31","1610612761","1610612752",100,83,100,101,"TOR","NYK"
"0022000068","2020-12-31","1610612762","1610612756",95,106,95,96,"UTA","PHX"
"0022000070","2021-01-01","1610612765","1610612738",96,93,102,102,"DET","BOS"
"0022000072","2021-01-01","1610612751","1610612737",96,114,99,98,"BKN","ATL"
"0022000074","2021-01-01","1610612750","1610612764",109,130,103,103,"MIN","WAS"
"0022000076","2021-01-01","1610612743","1610612756",103,106,91,92,"DEN","PHX"
"0022000078","2021-01-01","1610612744","1610612757",98,123,101,102,"GSW","POR"
"0022000081","2021-01-02","1610612753","1610612760",99,108,99,100,"ORL","OKC"
"0022000083","2021-01-02","1610612737","1610612739",91,96,95,95,"ATL","CLE"
"0022000085","2021-01-03","1610612765","1610612738",120,122,94,95,"DET","BOS"
"0022000086","2021-01-03","1610612751","1610612764",122,123,107,107,"BKN","WAS"
"0022000088","2021-01-03","1610612750","1610612743",109,124,96,97,"MIN","DEN"
"0022000090","2021-01-03","1610612741","1610612742",118,108,100,100,"CHI","DAL"
"0022000092","2021-01-03","1610612744","1610612757",137,122,106,106,"GSW","POR"
"0022000094","2021-01-04","1610612755","1610612766",118,101,102,101,"PHI","CHA"
"0022000096","2021-01-04","1610612748","1610612760",118,90,100,100,"MIA","OKC"
"0022000101","2021-01-04","1610612744","1610612758",137,106,108,109,"GSW","SAC"
"0022000103","2021-01-05","1610612763","1610612747",92,94,95,96,"MEM","LAL"
"0022000105","2021-01-05","1610612746","1610612759",113,116,96,96,"LAC","SAS"
"0022000107","2021-01-06","1610612754","1610612745",114,107,100,100,"IND","HOU"
"0022000109","2021-01-06","1610612755","1610612764",141,136,108,108,"PHI","WAS"
"0022000111","2021-01-06","1610612748","1610612738",105,107,92,93,"MIA","BOS"
"0022000113","2021-01-06","1610612749","1610612765",130,115,103,102,"MIL","DET"
"0022000115","2021-01-06","1610612756","1610612761",123,115,97,96,"PHX","TOR"
"0022000117","2021-01-06","1610612758","1610612741",128,124,97,98,"SAC","CHI"
"0022000119","2021-01-07","1610612763","1610612739",90,94,92,93,"MEM","CLE"
"0022000121","2021-01-07","1610612747","1610612759",109,118,99,99,"LAL","SAS"
"0022000123","2021-01-08","1610612765","1610612756",110,105,107,107,"DET","PHX"
"0022000125","2021-01-08","1610612752","1610612760",89,101,95,95,"NYK","OKC"
"0022000127","2021-01-08","1610612745","1610612753",132,90,95,95,"HOU","ORL"
"0022000129","2021-01-08","1610612749","1610612762",118,131,103,102,"MIL","UTA"
"0022000131","2021-01-08","1610612747","1610612741",117,115,97,95,"LAL","CHI"
"0022000133","2021-01-09","1610612755","1610612743",103,115,97,97,"PHI","DEN"
"0022000135","2021-01-09","1610612754","1610612756",117,125,98,98,"IND","PHX"
"0022000137","2021-01-09","1610612749","1610612739",100,90,94,93,"MIL","CLE"
"0022000139","2021-01-09","1610612742","1610612753",112,98,98,97,"DAL","ORL"
"0022000141","2021-01-10","1610612765","1610612762",86,96,91,92,"DET","UTA"
"0022000144","2021-01-10","1610612752","1610612743",89,114,89,91,"NYK","DEN"
"0022000147","2021-01-10","1610612750","1610612759",96,88,97,97,"MIN","SAS"
"0022000149","2021-01-11","1610612766","1610612752",109,88,91,90,"CHA","NYK"
"0022000151","2021-01-11","1610612753","1610612749",99,121,99,99,"ORL","MIL"
"0022000153","2021-01-11","1610612737","1610612755",112,94,98,98,"ATL","PHI"
"0022000156","2021-01-11","1610612758","1610612754",127,122,105,104,"SAC","IND"
"0022000158","2021-01-12","1610612751","1610612743",122,116,95,96,"BKN","DEN"
"0022000161","2021-01-12","1610612745","1610612747",100,117,103,102,"HOU","LAL"
"0022000055","2020-12-29","1610612758","1610612743",125,115,101,100,"SAC","DEN"
"0022000057","2020-12-30","1610612751","1610612737",145,141,107,107,"BKN","ATL"
"0022000059","2020-12-30","1610612742","1610612766",99,118,100,100,"DAL","CHA"
"0022000061","2020-12-30","1610612746","1610612757",128,105,102,102,"LAC","POR"
"0022000063","2020-12-31","1610612764","1610612741",130,133,103,103,"WAS","CHI"
"0022000065","2020-12-31","1610612745","1610612758",122,119,105,106,"HOU","SAC"
"0022000067","2020-12-31","1610612760","1610612740",80,113,97,97,"OKC","NOP"
"0022000069","2021-01-01","1610612766","1610612763",93,108,100,98,"CHA","MEM"
"0022000071","2021-01-01","1610612742","1610612748",93,83,98,97,"DAL","MIA"
"0022000073","2021-01-01","1610612749","1610612741",126,96,109,110,"MIL","CHI"
"0022000075","2021-01-01","1610612759","1610612747",103,109,100,101,"SAS","LAL"
"0022000077","2021-01-01","1610612762","1610612746",106,100,90,91,"UTA","LAC"
"0022000079","2021-01-02","1610612745","1610612758",102,94,97,97,"HOU","SAC"
"0022000080","2021-01-02","1610612754","1610612752",102,106,93,92,"IND","NYK"
"0022000082","2021-01-02","1610612755","1610612766",127,112,102,103,"PHI","CHA"
"0022000084","2021-01-02","1610612740","1610612761",120,116,99,99,"NOP","TOR"
"0022000087","2021-01-03","1610612763","1610612747",94,108,95,94,"MEM","LAL"
"0022000089","2021-01-03","1610612759","1610612762",109,130,106,106,"SAS","UTA"
"0022000091","2021-01-03","1610612756","1610612746",107,112,92,92,"PHX","LAC"
"0022000093","2021-01-04","1610612753","1610612739",103,83,94,92,"ORL","CLE"
"0022000095","2021-01-04","1610612737","1610612752",108,113,98,98,"ATL","NYK"
"0022000097","2021-01-04","1610612761","1610612738",114,126,103,103,"TOR","BOS"
"0022000100","2021-01-04","1610612740","1610612754",116,118,107,106,"NOP","IND"
"0022000102","2021-01-05","1610612751","1610612762",130,96,101,102,"BKN","UTA"
"0022000104","2021-01-05","1610612743","1610612750",123,116,104,104,"DEN","MIN"
"0022000106","2021-01-05","1610612757","1610612741",108,111,99,98,"POR","CHI"
"0022000108","2021-01-06","1610612753","1610612739",105,94,94,93,"ORL","CLE"
"0022000110","2021-01-06","1610612737","1610612766",94,102,99,100,"ATL","CHA"
"0022000112","2021-01-06","1610612752","1610612762",112,100,97,97,"NYK","UTA"
"0022000114","2021-01-06","1610612740","1610612760",110,111,103,101,"NOP","OKC"
"0022000116","2021-01-06","1610612744","1610612746",101,108,98,98,"GSW","LAC"
"0022000118","2021-01-07","1610612751","1610612755",122,109,109,108,"BKN","PHI"
"0022000120","2021-01-07","1610612743","1610612742",117,124,107,106,"DEN","DAL"
"0022000122","2021-01-07","1610612757","1610612750",135,117,107,106,"POR","MIN"
"0022000124","2021-01-08","1610612738","1610612764",116,107,106,104,"BOS","WAS"
"0022000126","2021-01-08","1610612740","1610612766",110,118,97,96,"NOP","CHA"
"0022000130","2021-01-08","1610612744","1610612746",115,105,96,96,"GSW","LAC"
"0022000132","2021-01-08","1610612758","1610612761",123,144,99,99,"SAC","TOR"
"0022000134","2021-01-09","1610612766","1610612737",113,105,97,95,"CHA","ATL"
"0022000136","2021-01-09","1610612764","1610612748",124,128,108,107,"WAS","MIA"
"0022000138","2021-01-09","1610612750","1610612759",122,125,107,107,"MIN","SAS"
"0022000140","2021-01-09","1610612758","1610612757",99,125,106,107,"SAC","POR"
"0022000143","2021-01-10","1610612751","1610612760",116,129,101,103,"BKN","OKC"
"0022000146","2021-01-10","1610612745","1610612747",102,120,104,102,"HOU","LAL"
"0022000148","2021-01-10","1610612744","1610612761",106,105,100,99,"GSW","TOR"
"0022000150","2021-01-11","1610612739","1610612763",91,101,95,95,"CLE","MEM"
"0022000152","2021-01-11","1610612764","1610612756",128,107,95,96,"WAS","PHX"
"0022000155","2021-01-11","1610612757","1610612761",112,111,96,96,"POR","TOR"
"0022000157","2021-01-12","1610612755","1610612748",137,134,114,114,"PHI","MIA"
"0022000159","2021-01-12","1610612739","1610612762",87,117,96,97,"CLE","UTA"
"0022000162","2021-01-12","1610612760","1610612759",102,112,100,101,"OKC","SAS"
"0022000163","2021-01-12","1610612744","1610612754",95,104,99,101,"GSW","IND"
"0022000164","2021-01-13","1610612766","1610612742",93,104,96,97,"CHA","DAL"
"0022000165","2021-01-13","1610612765","1610612749",101,110,96,97,"DET","MIL"
"0022000168","2021-01-13","1610612752","1610612751",109,116,92,91,"NYK","BKN"
"0022000169","2021-01-13","1610612750","1610612763",107,118,100,100,"MIN","MEM"
"0022000170","2021-01-13","1610612760","1610612747",99,128,98,97,"OKC","LAL"
"0022000173","2021-01-13","1610612758","1610612757",126,132,96,97,"SAC","POR"
"0022000175","2021-01-14","1610612761","1610612766",111,108,96,96,"TOR","CHA"
"0022000177","2021-01-14","1610612743","1610612744",114,104,104,104,"DEN","GSW"
"0022000180","2021-01-15","1610612738","1610612753",124,97,97,98,"BOS","ORL"
"0022000182","2021-01-15","1610612749","1610612742",112,109,98,97,"MIL","DAL"
"0022000186","2021-01-15","1610612762","1610612737",116,92,101,103,"UTA","ATL"
"0022000188","2021-01-15","1610612758","1610612746",100,138,97,96,"SAC","LAC"
"0022000190","2021-01-16","1610612751","1610612753",122,115,102,102,"BKN","ORL"
"0022000192","2021-01-16","1610612748","1610612765",100,120,95,95,"MIA","DET"
"0022000195","2021-01-16","1610612757","1610612737",112,106,103,102,"POR","ATL"
"0022000198","2021-01-17","1610612742","1610612741",101,117,105,103,"DAL","CHI"
"0022000201","2021-01-17","1610612758","1610612740",123,128,100,99,"SAC","NOP"
"0022000203","2021-01-18","1610612752","1610612753",91,84,96,95,"NYK","ORL"
"0022000207","2021-01-18","1610612757","1610612759",104,125,97,96,"POR","SAS"
"0022000209","2021-01-18","1610612751","1610612749",125,123,103,104,"BKN","MIL"
"0022000206","2021-01-18","1610612748","1610612765",113,107,95,95,"MIA","DET"
"0022000212","2021-01-18","1610612747","1610612744",113,115,101,102,"LAL","GSW"
"0022000174","2021-01-14","1610612755","1610612748",125,108,105,104,"PHI","MIA"
"0022000176","2021-01-14","1610612759","1610612745",105,109,98,99,"SAS","HOU"
"0022000178","2021-01-14","1610612757","1610612754",87,111,96,95,"POR","IND"
"0022000181","2021-01-15","1610612739","1610612752",106,103,93,94,"CLE","NYK"
"0022000184","2021-01-15","1610612760","1610612741",127,125,115,115,"OKC","CHI"
"0022000187","2021-01-15","1610612747","1610612740",112,95,95,96,"LAL","NOP"
"0022000189","2021-01-16","1610612759","1610612745",103,91,100,101,"SAS","HOU"
"0022000191","2021-01-16","1610612761","1610612766",116,113,101,101,"TOR","CHA"
"0022000193","2021-01-16","1610612763","1610612755",106,104,102,102,"MEM","PHI"
"0022000196","2021-01-17","1610612738","1610612752",75,105,97,96,"BOS","NYK"
"0022000200","2021-01-17","1610612743","1610612762",105,109,92,93,"DEN","UTA"
"0022000202","2021-01-17","1610612746","1610612754",129,96,103,102,"LAC","IND"
"0022000205","2021-01-18","1610612737","1610612750",108,97,103,104,"ATL","MIN"
"0022000208","2021-01-18","1610612763","1610612756",108,104,97,98,"MEM","PHX"
"0022000210","2021-01-18","1610612761","1610612742",116,93,100,98,"TOR","DAL"
"0022000211","2021-01-18","1610612741","1610612745",125,120,106,106,"CHI","HOU"
"0022000213","2021-01-19","1610612743","1610612760",119,101,103,102,"DEN","OKC"
"0022000214","2021-01-19","1610612762","1610612740",118,102,96,96,"UTA","NOP"
"0022000216","2021-01-20","1610612739","1610612751",147,135,120,118,"CLE","BKN"
"0022000217","2021-01-20","1610612754","1610612742",112,124,100,102,"IND","DAL"
"0022000218","2021-01-20","1610612755","1610612738",117,109,97,96,"PHI","BOS"
"0022000219","2021-01-20","1610612737","1610612765",123,115,106,107,"ATL","DET"
"0022000220","2021-01-20","1610612761","1610612748",102,111,95,96,"TOR","MIA"
"0022000221","2021-01-20","1610612750","1610612753",96,97,94,95,"MIN","ORL"
"0022000222","2021-01-20","1610612745","1610612756",103,109,104,104,"HOU","PHX"
"0022000223","2021-01-20","1610612744","1610612759",121,99,102,102,"GSW","SAS"
"0022000224","2021-01-20","1610612746","1610612758",115,96,102,102,"LAC","SAC"
"0022000226","2021-01-21","1610612749","1610612747",106,113,97,98,"MIL","LAL"
"0022000227","2021-01-21","1610612762","1610612740",129,118,104,103,"UTA","NOP"
"0022000228","2021-01-21","1610612744","1610612752",104,119,99,99,"GSW","NYK"
"0022000229","2021-01-22","1610612766","1610612741",110,123,101,101,"CHA","CHI"
"0022000230","2021-01-22","1610612765","1610612745",102,103,99,100,"DET","HOU"
"0022000231","2021-01-22","1610612754","1610612753",120,118,101,102,"IND","ORL"
"0022000232","2021-01-22","1610612739","1610612751",125,113,99,100,"CLE","BKN"
"0022000233","2021-01-22","1610612755","1610612738",122,110,98,99,"PHI","BOS"
"0022000234","2021-01-22","1610612761","1610612748",101,81,96,95,"TOR","MIA"
"0022000236","2021-01-22","1610612750","1610612737",98,116,99,100,"MIN","ATL"
"0022000237","2021-01-22","1610612759","1610612742",117,122,100,101,"SAS","DAL"
"0022000238","2021-01-22","1610612756","1610612743",126,130,104,106,"PHX","DEN"
"0022000239","2021-01-22","1610612746","1610612760",120,106,97,98,"LAC","OKC"
"0022000241","2021-01-22","1610612758","1610612752",103,94,94,94,"SAC","NYK"
"0022000243","2021-01-23","1610612765","1610612755",110,114,105,103,"DET","PHI"
"0022000244","2021-01-23","1610612751","1610612748",128,124,102,102,"BKN","MIA"
"0022000246","2021-01-23","1610612750","1610612740",120,110,106,106,"MIN","NOP"
"0022000242","2021-01-23","1610612762","1610612744",127,108,103,103,"UTA","GSW"
"0022000245","2021-01-23","1610612741","1610612747",90,101,103,103,"CHI","LAL"
"0022000247","2021-01-23","1610612742","1610612745",108,133,100,99,"DAL","HOU"
