"GameId","Date","HomeTeamId","AwayTeamId","HomePoints","AwayPoints","HomePossessions","AwayPossessions","HomeTeamAbbreviation","AwayTeamAbbreviation"
"0022100099","2021-11-01","1610612752","1610612761",104,113,96,97,"NYK","TOR"
"0022100082","2021-10-30","1610612755","1610612737",122,94,100,99,"PHI","ATL"
"0022100084","2021-10-30","1610612763","1610612748",103,129,98,100,"MEM","MIA"
"0022100086","2021-10-30","1610612744","1610612760",103,82,100,101,"GSW","OKC"
"0022100088","2021-10-30","1610612756","1610612739",101,92,101,101,"PHX","CLE"
"0022100090","2021-10-31","1610612766","1610612757",125,113,96,97,"CHA","POR"
"0022100092","2021-10-31","1610612751","1610612765",117,91,95,96,"BKN","DET"
"0022100094","2021-11-01","1610612766","1610612739",110,113,99,100,"CHA","CLE"
"0022100096","2021-11-01","1610612755","1610612757",113,103,92,92,"PHI","POR"
"0022100098","2021-11-01","1610612738","1610612741",114,128,100,100,"BOS","CHI"
"0022100709","2022-01-24","1610612739","1610612752",95,93,94,93,"CLE","NYK"
"0022100712","2022-01-24","1610612740","1610612754",117,113,100,101,"NOP","IND"
"0022100730","2022-01-24","1610612760","1610612741",110,111,102,101,"OKC","CHI"
"0022100713","2022-01-24","1610612756","1610612762",115,109,98,96,"PHX","UTA"
"0022100101","2021-11-01","1610612750","1610612753",97,115,99,98,"MIN","ORL"
"0022100103","2021-11-02","1610612765","1610612749",89,117,98,97,"DET","MIL"
"0022100105","2021-11-02","1610612762","1610612758",119,113,103,103,"UTA","SAC"
"0022100107","2021-11-02","1610612747","1610612745",119,117,106,106,"LAL","HOU"
"0022100109","2021-11-03","1610612754","1610612752",111,98,95,95,"IND","NYK"
"0022100111","2021-11-03","1610612755","1610612741",103,98,97,97,"PHI","CHI"
"0022100113","2021-11-03","1610612751","1610612737",117,108,101,102,"BKN","ATL"
"0022100115","2021-11-03","1610612750","1610612746",115,126,99,100,"MIN","LAC"
"0022100117","2021-11-03","1610612744","1610612766",114,92,104,103,"GSW","CHA"
"0022100119","2021-11-04","1610612765","1610612755",98,109,91,92,"DET","PHI"
"0022100121","2021-11-04","1610612748","1610612738",78,95,90,90,"MIA","BOS"
"0022100123","2021-11-04","1610612747","1610612760",104,107,100,99,"LAL","OKC"
"0022100125","2021-11-05","1610612753","1610612759",89,102,100,100,"ORL","SAS"
"0022100127","2021-11-05","1610612761","1610612739",101,102,89,89,"TOR","CLE"
"0022100129","2021-11-05","1610612750","1610612746",84,104,103,103,"MIN","LAC"
"0022100131","2021-11-05","1610612757","1610612754",110,106,96,96,"POR","IND"
"0022100133","2021-11-06","1610612743","1610612745",95,94,96,96,"DEN","HOU"
"0022100135","2021-11-06","1610612741","1610612755",105,114,96,94,"CHI","PHI"
"0022100137","2021-11-06","1610612756","1610612737",121,117,104,104,"PHX","ATL"
"0022100139","2021-11-07","1610612761","1610612751",103,116,94,94,"TOR","BKN"
"0022100141","2021-11-07","1610612753","1610612762",107,100,97,96,"ORL","UTA"
"0022100143","2021-11-07","1610612758","1610612754",91,94,93,93,"SAC","IND"
"0022100144","2021-11-07","1610612760","1610612759",99,94,100,100,"OKC","SAS"
"0022100147","2021-11-08","1610612755","1610612752",96,103,93,95,"PHI","NYK"
"0022100148","2021-11-08","1610612741","1610612751",118,95,101,100,"CHI","BKN"
"0022100150","2021-11-08","1610612742","1610612740",108,92,94,93,"DAL","NOP"
"0022100152","2021-11-08","1610612744","1610612737",127,113,102,103,"GSW","ATL"
"0022100154","2021-11-08","1610612747","1610612766",126,123,111,110,"LAL","CHA"
"0022100157","2021-11-09","1610612746","1610612757",117,109,96,95,"LAC","POR"
"0022100159","2021-11-10","1610612753","1610612751",90,123,104,103,"ORL","BKN"
